"name","gender","party","twitter","mandates","ville","departement","type","id","statuses","followers","created","last_tweeted","age","followers_sample","sample"
"Xavier BONNEFONT","m","UMP","xavierbonnefont","Maire","angouleme","charente","Local","482889918",282,874,2012,"2015-04-20",1228,823,TRUE
"Jean ROATTA","m","UMP","jeanroatta","Député européen, Maire adjoint","marseille","bouches du rhone","MEP","1097681648",289,873,2013,"2015-04-13",880,856,TRUE
"Michel GRIGORI","m","UDI","michelgrigori","Conseiller municipal","rouffiac tolosan","haute garonne","Local","90866495",6101,873,2009,"2015-06-14",2036,873,TRUE
"Pascal BRINDEAU","m","UDI","pascalbrindeau","Maire, Président de Communauté d'Agglomération","vendome","loir et cher","Local","150607995",2460,873,2010,"2015-04-07",1841,864,TRUE
"Fabien BENARD","m","MODEM","fabienbenard","Conseiller municipal","castagniers","alpes maritimes","Local","27726341",8050,870,2009,"2015-04-20",2268,867,TRUE
"Marie-Line REYNAUD","f","PS","mlreynaud16","Député","jarnac","charente","MP","494816955",189,869,2012,"2015-03-19",1215,848,TRUE
"Michel SORDI","m","UMP","michel_sordi","Conseiller communautaire, Député, Maire","cernay","haut rhin","MP","557050488",171,868,2012,"2015-02-10",1154,854,TRUE
"Catherine HERVIEU","f","EELV","cathervieu","Conseiller communautaire, Conseiller municipal","dijon","cote d or","Local","458571160",2080,866,2012,"2015-06-15",1254,866,TRUE
"Franck MARLIN","m","UMP","franckmarlin","Député, Maire","etampes","essonne","MP","380990041",106,866,2011,"2015-02-12",1358,839,TRUE
"Alain FOUSSERET","m","EELV","fousseretalain","Conseiller régional","","","Local","98164567",161,865,2009,"2015-04-04",2003,865,TRUE
"Andrée BUCHMANN","f","EELV","andreebuchmann","Conseiller municipal, Conseiller régional, Vice-Président de Communauté d'Agglomération","schiltigheim","bas rhin","Local","45308935",116,861,2009,"2013-03-20",2200,861,FALSE
"Thomas GASSILLOUD","m","IND","tgassilloud","Maire","saint symphorien sur coise","rhone","Local","207187853",11073,860,2010,"2015-06-11",1695,860,FALSE
"Élisabeth LAMURE","f","UMP","lamuree","Sénateur","","rhone","Senator","1358830140",172,859,2013,"2015-05-21",790,859,TRUE
"Laurent DEGALLAIX","m","UDI","laudegallaix","Conseiller régional, Député, Maire, Responsable politique national, Vice-Président de Communauté d'Agglomération","valenciennes","nord","MP","2342964785",499,859,2014,"2015-05-27",487,859,TRUE
"Jean-Didier BERGER","m","UMP","jdbrg","Conseiller régional, Maire, Vice-Président de Communauté d'Agglomération, Vice-Président de Conseil Départemental","clamart","hauts de seine","Local","413921053",1116,855,2011,"2015-04-15",1308,0,FALSE
"Hervé KITEBA SIMO","m","UDI","h_ks","Conseiller municipal","savigny le temple","seine et marne","Local","51149158",3941,853,2009,"2015-04-21",2180,831,TRUE
"Jean-Louis DESTANS","m","PS","jldestans","Député","","eure","MP","726194378",344,851,2012,"2015-04-20",1051,829,TRUE
"Bruno HELIN","m","PS","brunohelin","Conseiller départemental, Conseiller municipal, Vice-Président de Communauté d'Agglomération","creteil","val de marne","Local","106389937",7091,844,2010,"2015-04-20",1974,837,FALSE
"Corinne LEVELEUX-TEIXEIRA","f","PS","corinnelt","Conseiller municipal, Conseiller régional","orleans","loiret","Local","241989465",3601,843,2011,"2015-04-21",1604,822,FALSE
"Pascal-Eric LALMY","m","PRG","pe_lalmy","Conseiller municipal","osny","val d oise","Local","304385893",4069,843,2011,"2015-04-15",1484,845,TRUE
"Sylvie GOY-CHAVENT","f","UDI","sgoychavent","Sénateur","cerdon","ain","Senator","1867353348",3336,843,2013,"2015-05-25",639,843,TRUE
"Danièle GIAZZI","f","UMP","danielegiazzi","Conseiller municipal, Conseiller régional","paris","paris","Local","553627693",3296,839,2012,"2015-06-12",1158,839,TRUE
"Michelle DEMESSINE","f","FDG","mdemessine","Sénateur","lille","nord","Senator","1221891626",292,839,2013,"2015-05-20",840,839,TRUE
"Philippe BOULLAND","m","UMP","phboulland","Maire","betz","oise","Local","587517694",501,835,2012,"2015-04-20",1120,834,TRUE
"Thierry MOUILLAC","m","DVD","thierrymouillac","Sans mandat électif courant","","rhone","Else","48291725",5884,832,2009,"2015-04-20",2189,813,TRUE
"Bertrand IRAGNE","m","FN","bertrand_iragne","Conseiller communautaire, Conseiller municipal","vannes","morbihan","Local","1439016650",2883,831,2013,"2015-06-14",758,831,TRUE
"Françoise LABORDE","f","PRG","laborde_senat","Sénateur","","haute garonne","Senator","1429776210",1731,830,2013,"2015-04-20",762,828,TRUE
"Philippe RAPENEAU","m","UMP","phrapeneau","Conseiller régional, Maire adjoint, Président de Communauté d'Agglomération","arras","pas de calais","Local","2811800202",722,830,2014,"2015-06-15",273,830,TRUE
"Joëlle MELIN","f","FN","joellemelinfn","Conseiller communautaire, Conseiller municipal, Député européen","aubagne","bouches du rhone","MEP","2362654915",41,828,2014,"2015-04-21",475,827,TRUE
"Damien MONCHAU","m","FN","damienmonchau","Conseiller municipal","venissieux","rhone","Local","302824541",2019,827,2011,"2015-06-14",1486,827,TRUE
"Antoine KARAM","m","PS","akaram973","Sénateur","","DOM TOM","Senator","931698511",190,826,2012,"2015-05-13",951,826,FALSE
"Emmanuelle BECKER","f","FDG","manubecker","Conseiller municipal","paris","paris","Local","23807076",456,823,2009,"2015-06-13",2287,823,TRUE
"Sophie ROBERT","f","FN","sophierobertfn","Conseiller communautaire, Conseiller municipal, Conseiller régional","feurs","loire","Local","2219783084",514,822,2013,"2015-04-20",565,820,TRUE
"Sophie CAMARD","f","EELV","sophiecamard","Conseiller régional","","bouches du rhone","Local","1036811437",3440,820,2012,"2015-06-13",902,820,TRUE
"Axel PONIATOWSKI","m","UMP","axelponiatowski","Conseiller régional, Député, Maire","l isle d adam","val d oise","MP","872426652",88,819,2012,"2015-05-25",978,819,TRUE
"David WOJDOWSKI","m","FN","davidfn62","Conseiller municipal","oignies","pas de calais","Local","2357695879",7565,819,2014,"2015-06-11",478,819,TRUE
"Michel LEFAIT","m","PS","mlefait","Député","calais","pas de calais","MP","84895558",155,819,2009,"2015-04-19",2060,790,TRUE
"Raphaël QUINART","m","FN","raphquinart","Conseiller municipal","creteil","val de marne","Local","604434122",592,819,2012,"2015-04-17",1101,817,TRUE
"Philippe REILHAC","m","PS","philippereilhac","Conseiller régional","limoges","haute vienne","Local","309205497",1760,817,2011,"2015-06-13",1475,817,FALSE
"Aminata NIAKATE","f","EELV","aminataniakate","Conseiller municipal","vitry sur seine","val de marne","Local","401991605",938,813,2011,"2015-06-14",1324,813,TRUE
"Kevin HERBIVO","m","UMP","kevinherbivo","Sans mandat électif courant","","somme","Else","73106568",2922,811,2009,"2015-04-20",2105,795,FALSE
"Benjamin MATHEAUD","m","PS","bmatheaud","Conseiller communautaire, Conseiller municipal","ales","gard","Local","70119644",2570,809,2009,"2015-04-21",2116,803,TRUE
"Romain CHERRIER","m","MODEM","romaincherrier","Conseiller municipal","ennordres","cher","Local","349886317",1621,808,2011,"2015-03-08",1409,808,TRUE
"Frédéric BARDOUX","m","PRG","fbardoux","Conseiller municipal","reims","marne","Local","392658393",4437,807,2011,"2015-04-20",1338,804,TRUE
"Raymond COUDERC","m","UMP","raymond_couderc","Conseiller municipal, Sénateur","","herault","Senator","84071417",667,805,2009,"2014-02-12",2064,799,FALSE
"Gilles PENNELLE","m","FN","gillespennelle","Conseiller communautaire, Conseiller municipal","fougeres","ille et vilaine","Local","2175883022",1377,803,2013,"2015-04-20",588,804,TRUE
"Alain MILON","m","UMP","senateurmilon","Sénateur","","vaucluse","Senator","1565113112",92,796,2013,"2015-02-19",713,796,TRUE
"Grégoire DE FOURNAS","m","FN","gregdefournas","Conseiller départemental","","gironde","Local","2393776901",1144,795,2014,"2015-04-19",465,791,TRUE
"Antoine VIEILLARD","m","MODEM","antvielliard","Conseiller départemental","saint julien en genevois","haute savoie","Local","47654792",813,793,2009,"2015-06-09",2191,793,FALSE
"Dominique RICHARD","m","UDI","domric49","Conseiller régional","","maine et loire","Local","609727010",2148,793,2012,"2015-06-13",1095,793,TRUE
"Noël MAMERE","m","EELV","noelmamere","Député, Maire","","gironde","MP","69410374",1,791,2009,"2009-08-27",2118,790,FALSE
"Pascal BLANC","m","UDI","pascalblanc_","Maire, Président de Communauté d'Agglomération","bourges","cher","Local","360071870",2838,791,2011,"2015-06-11",1393,791,FALSE
"Mounir SATOURI","m","EELV","mounirsatouri","Conseiller régional","","yvelines","Local","848826626",692,790,2012,"2015-06-08",992,790,TRUE
"Marie-Pierre BADRE","f","UMP","mpbadre","Conseiller régional, Maire adjoint","couilly pont aux dames","seine et marne","Local","271367166",6230,790,2011,"2015-06-15",1545,790,TRUE
"Xavier PERICAT","m","UMP","xavierpericat","Conseiller communautaire, Maire adjoint","argenteuil","val d oise","Local","124391791",7836,790,2010,"2015-04-21",1915,754,FALSE
"Fabien BAZIN","m","PS","fabienbazin","Maire, Vice-Président de Conseil Départemental","lormes","nievre","Local","137722601",2698,789,2010,"2015-06-10",1876,789,FALSE
"Mireille GITTON-1","f","UDI","mireillegitton","Conseiller municipal, Conseiller régional, Maire adjoint","clichy","hauts de seine","Local","527641050",5072,789,2012,"2015-06-13",1185,789,TRUE
"Angélique DELAHAYE","f","UMP","delahaye_europe","Conseiller régional, Député européen, Maire","saint martin le beau","indre et loire","MEP","2476048160",2547,784,2014,"2015-06-13",408,784,TRUE
"Fabrice MOULIN","m","PRG","fm_prgparis","Maire adjoint","paris","paris","Local","339647694",5000,782,2011,"2015-04-21",1426,781,TRUE
"Jean-Yves PETIT","m","EELV","jeanyvespetit","Conseiller régional","","bouches du rhone","Local","853640930",6001,781,2012,"2015-06-13",989,781,TRUE
"Cédric TARTAUD-GINESTE","m","UMP","tartaud_gineste","Conseiller municipal","alfortville","val de marne","Local","52372261",433,780,2009,"2015-04-13",2177,760,TRUE
"Grégory GARESTIER","m","UMP","ggarestier","Maire","maurepas","yvelines","Local","773903977",4815,777,2012,"2015-06-11",1028,777,FALSE
"Marie-Agnès HOUCK","f","FN","mahouck94","Conseiller municipal","creteil","val de marne","Local","302756671",3008,777,2011,"2015-04-21",1486,776,TRUE
"Christine ESPERT","f","MODEM","christineespert","Responsable politique national, Sans mandat électif courant","","pyrenees orientales","Else","124123830",287,776,2010,"2015-05-23",1916,776,TRUE
"Olivier GIRARDIN","m","PS","ogirardin1968","Conseiller régional, Maire","saint luc","aube","Local","245253799",1687,776,2011,"2015-06-13",1597,776,TRUE
"Didier MANDELLI","m","UMP","didiermandelli","Maire, Président de Communauté d'Agglomération, Sénateur","","vendee","Senator","291264369",387,775,2011,"2015-04-09",1506,716,FALSE
"Christian MONTEGU","m","MODEM","Ibicot","Conseiller municipal","villeurbanne","rhone","Local","412992147",3900,774,2011,"2015-06-14",1309,774,TRUE
"François MARC","m","PS","fmarc_senat","Sénateur","","finistere","Senator","2203161948",358,774,2013,"2015-05-22",574,774,TRUE
"Mireille D'ORNANO","f","FN","mireilledornano","Conseiller municipal, Député européen","grenoble","isere","MEP","2828047772",317,773,2014,"2015-04-21",266,688,TRUE
"Jérôme IMPELLIZZIERI","m","PS","jeromeimpe","Conseiller municipal, Conseiller régional","emerainville","val de marne","Local","55201766",545,771,2009,"2015-06-15",2168,771,TRUE
"Anthony GARENAUX","m","FN","anthonygarenaux","Conseiller municipal","lyon","rhone","Local","244874469",10606,770,2011,"2015-04-20",1598,772,TRUE
"Clément ROSSIGNOL","m","EELV","clemrossignol","Conseiller communautaire, Conseiller municipal","begles","gironde","Local","125306281",911,768,2010,"2015-05-30",1912,768,TRUE
"Guillaume VIMONT","m","EELV","g_vimont","Conseiller municipal","clermont ferrand","puy de dome","Local","771145920",2708,767,2012,"2015-06-15",1029,767,TRUE
"Aude LAVAIL-LAGARDE","f","UDI","audelavail","Conseiller régional, Maire adjoint","saint denis","seine saint denis","Local","2396647845",2193,763,2014,"2015-06-15",464,763,TRUE
"Adrien DEBEVER","m","MODEM","adriendebever","Maire adjoint","","gironde","Local","64988154",854,762,2009,"2015-04-05",2134,753,TRUE
"Thierry VOITELLIER","m","UDI","tvoitellier","Conseiller communautaire, Maire adjoint","versailles","yvelines","Local","330190626",1694,762,2011,"2015-06-14",1441,762,FALSE
"Anne-Sophie GODFROY","f","MODEM","annesogodfroy","Maire adjoint","paris","paris","Local","54262687",3118,761,2009,"2015-04-19",2170,759,TRUE
"Bernard GAUDUCHEAU","m","UDI","bgauducheau","Conseiller régional, Maire, Vice-Président de Communauté d'Agglomération","vanves","hauts de seine","Local","56330848",1143,761,2009,"2015-04-21",2164,758,TRUE
"Francis ADOLPHE","m","PS","francisadolphe","Maire, Président de Communauté d'Agglomération","carpentras","vaucluse","Local","342716426",1437,761,2011,"2015-04-21",1421,735,FALSE
"Heidia MAOUI","f","PS","heidiamaoui","Conseiller régional","","bouches du rhone","Local","115371229",1234,761,2010,"2015-05-23",1944,761,TRUE
"Laki SOLA","m","UDI","lakisola","Conseiller communautaire, Conseiller municipal","villers les nancy","meurthe et moselle","Local","41250249",745,759,2009,"2015-06-14",2218,759,TRUE
"Robert PICARD","m","UDI","rpicard","Conseiller municipal","rouen","seine maritime","Local","36765161",872,759,2009,"2015-06-13",2237,759,TRUE
"Juliene DEVEZE","m","UDI","sofuture","Conseiller régional","","gard","Local","53894122",2326,758,2009,"2015-06-13",2172,758,TRUE
"Jean-Claude CERVANTES-1","m","FDG","jccervantes63","Conseiller municipal","clermont ferrand","puy de dome","Local","1565302800",567,757,2013,"2015-06-04",713,757,TRUE
"Gilles BATTAIL","m","UMP","gillesbattailt","Conseiller régional, Maire","dammarie les lys","seine et marne","Local","243708367",1885,756,2011,"2015-06-14",1600,756,TRUE
"Christine PIRES BEAUNE","f","PS","cpiresbeaune","Conseiller municipal, Député","","puy de dome","MP","938843677",766,755,2012,"2015-04-21",948,740,TRUE
"Marie-France BECHTEL","f","DVG","mfbechtel","Député, Responsable politique national","","aisne","MP","974283673",374,754,2012,"2015-04-14",930,742,TRUE
"Isabelle FRANCOIS","f","FN","annonaypourtous","Conseiller communautaire, Conseiller municipal","annonay","ardeche","Local","563750397",1783,751,2012,"2015-06-14",1146,751,FALSE
"Hugues PORTELLI","m","UMP","huguesportellis","Sénateur","","val d oise","Senator","493915238",59,751,2012,"2015-05-13",1216,751,TRUE
"Karine GLOANEC MAURIN","f","PS","kgloanecmaurin","Vice-Président de Conseil Régional","","loir et cher","Local","450592610",665,751,2011,"2015-06-09",1264,751,TRUE
"Yann CROMBECQUE","m","PS","ycrombecque","Conseiller régional","","rhone","Local","137009328",538,751,2010,"2015-06-08",1878,751,TRUE
"Nicolas BOUCHER","m","MODEM","nikolazboucher","Conseiller municipal","breteil","ille et vilaine","Local","90616733",2337,745,2009,"2015-04-18",2037,745,TRUE
"Yves DETRAIGNE","m","UDI","yvesdetraigne","Maire, Sénateur","reims","marne","Senator","2224958981",940,745,2013,"2015-04-20",549,743,TRUE
"Stéphane SAINT-ANDRE","m","PRG","andrsaint","Député","calais","pas de calais","MP","535168719",214,744,2012,"2015-04-17",1179,734,TRUE
"Christian DUPESSEY","m","PS","cdupessey","Président de Communauté d'Agglomération","annemasse","haute savoie","Local","1154470447",2119,743,2013,"2015-06-12",859,743,FALSE
"Guillaume GUERIN","m","UMP","gg_guerin","Conseiller régional, Maire adjoint, Vice-Président de Communauté d'Agglomération","limoges","haute vienne","Local","1701561895",422,742,2013,"2015-04-21",659,656,FALSE
"Gérard VANDENBROUCKE","m","PS","vandenbroucke_g","Président de Conseil Régional","","haute vienne","Local","3012204898",439,742,2015,"2015-04-21",134,674,FALSE
"Marietta KARAMANLI","f","PS","karamanli72","Député","","sarthe","MP","509948730",59,739,2012,"2013-02-16",1202,733,FALSE
"Hervé BALLE","m","DVD","herveballe","Responsable politique national, Sans mandat électif courant","vincennes","val de marne","Else","79923200",1288,738,2009,"2015-05-23",2080,738,TRUE
"Rudy L'ORPHELIN","m","EELV","rudylorphelin","Conseiller communautaire, Conseiller municipal","caen","calvados","Local","246483847",1173,737,2011,"2015-06-04",1594,737,TRUE
"Fabienne D'ILLIERS","f","IND","fabdilliers","Maire adjoint","olivet","loiret","Local","47287834",2890,734,2009,"2015-04-21",2192,736,FALSE
"Joëlle COTTENYE-FASTIER","f","UDI","joellecottenye","Maire adjoint, Vice-Président de Conseil Départemental","hem","nord","Local","633045390",948,734,2012,"2015-06-12",1070,734,FALSE
"Bernard CAZEAU","m","PS","bernardcazeau","Sénateur","","dordogne","Senator","1004299262",168,730,2012,"2015-03-25",917,723,FALSE
"Philippe BAUMEL","m","PS","philippebaumel","Député","","saone et loire","MP","18973057",199,730,2009,"2015-04-08",2344,714,TRUE
"Cedric LATTUADA","m","FDG","cedriclattuada","Conseiller municipal","reims","marne","Local","96421249",1677,729,2009,"2015-06-11",2011,729,TRUE
"Cyril BOULLEAUX","m","DVG","cyril_boulleaux","Maire","villeneuve sur yonne","yonne","Local","201182136",4144,728,2010,"2015-06-11",1709,728,FALSE
"Marta de CIDRAC","f","UMP","martadecidrac","Maire adjoint","saint germain en laye","yvelines","Local","405780971",2629,728,2011,"2015-04-21",1318,707,FALSE
"Julien FREYBURGER","m","UMP","jfreyburger","Conseiller départemental, Maire, Vice-Président de Communauté d'Agglomération","","moselle","Local","37471387",516,726,2009,"2015-03-30",2234,701,TRUE
"Patrice MARTIN-LALANDE","m","UMP","deputepml","Député","","loir et cher","MP","113459937",8,722,2010,"2013-04-17",1950,713,FALSE
"Michel CATANEO","m","FN","michelcataneo","Conseiller communautaire, Conseiller municipal","marseille","bouches du rhone","Local","495014618",19103,722,2012,"2015-04-20",1215,720,FALSE
"Didier CODORNIOU","m","PRG","didiercodorniou","Maire, Vice-Président de Conseil Régional","gruissan","aude","Local","465611615",262,719,2012,"2015-06-13",1247,719,FALSE
"Gisèle BIÉMOURET","f","PS","giselebiemouret","Député","","gers","MP","947822287",656,719,2012,"2015-05-22",944,719,TRUE
"Patrick MIGNON","m","DVD","pamignon","Responsable politique national, Sans mandat électif courant","bayonne","pyrenees atlantiques","Else","127463262",7886,718,2010,"2015-05-29",1905,718,FALSE
"Tania ASSOULINE","f","PS","tassouline","Conseiller régional","montreuil","seine saint denis","Local","1915128594",1049,717,2013,"2015-06-14",625,717,TRUE
"Eric DILLIES","m","FN","ericdillies","Conseiller régional","lille","nord","Local","2290975766",807,715,2014,"2015-06-13",518,717,TRUE
"Francine BAVAY","f","EELV","bavay","Conseiller régional","","hauts de seine","Local","63457405",491,710,2009,"2015-06-12",2140,710,TRUE
"Claudine SCHMID","f","UMP","claudine_schmid","Député","","ETRANGER","MP","415008577",677,710,2011,"2015-04-21",1306,692,FALSE
"Gilles BOURDOULEIX","m","UDI","gbourdouleix","Député","cholet","maine et loire","MP","569864901",70,708,2012,"2012-07-11",1139,708,FALSE
"Sylvie CANCELLONI","f","UDI","cancelloni","Sans mandat électif courant","puteaux","hauts de seine","Else","73863498",1947,707,2009,"2015-04-02",2102,704,TRUE
"Stéphane FRIMAUDEAU","m","DVG","sfrimaudeau","Conseiller régional","","vendee","Local","463784454",2328,707,2012,"2015-06-15",1249,707,FALSE
"Stéphane PRADILLON","m","UDI","stephanetours","Conseiller communautaire, Conseiller municipal","cormery","indre et loire","Local","521383853",3495,706,2012,"2015-06-12",1192,706,TRUE
"Yannick BEDIN","m","FDG","yannickbedin","Conseiller communautaire, Conseiller municipal","bourges","cher","Local","46227121",4322,705,2009,"2015-04-20",2196,692,FALSE
"Olivier BERTRAND","m","EELV","38olive1","Conseiller départemental, Conseiller municipal","grenoble","isere","Local","333257544",864,704,2011,"2015-06-14",1436,704,TRUE
"Cyrille DEVOS","m","UDI","cyrdev76","Conseiller municipal","franqueville saint pierre","seine maritime","Local","587854788",266,704,2012,"2015-06-10",1119,704,TRUE
"Benoît MARQUAILLE","m","PS","bmarquaille","Conseiller régional","","hauts de seine","Local","46521774",557,703,2009,"2015-06-09",2195,703,TRUE
"Nadège CORNELOUP","f","UMP","nadegecorneloup","Conseiller communautaire, Maire adjoint","cergy","val d oise","Local","340446926",2174,703,2011,"2015-04-21",1424,688,TRUE
"Guillaume DELBAR","m","UMP","gdelbar","Maire, Vice-Président de Communauté d'Agglomération","roubaix","nord","Local","24720243",498,701,2009,"2015-06-10",2282,702,FALSE
"Pierre AUGEY","m","FDG","pierreaugey","Conseiller départemental, Maire","fargues de langon","gironde","Local","467890013",174,701,2012,"2014-10-17",1244,701,FALSE
"Nicolas BELLOIR","m","UMP","nicolasbelloir","Conseiller communautaire, Conseiller départemental, Conseiller municipal","saint malo","ille et vilaine","Local","333304260",1054,700,2011,"2015-04-21",1436,662,FALSE
"Djamila SONZOGNI","f","EELV","sonzognidjamila","Conseiller régional","","haut rhin","Local","273110475",863,698,2011,"2015-06-12",1541,698,TRUE
"Fabrice DALONGEVILLE","m","PRG","fabdalongeville","Conseiller régional, Maire","","","Local","361204997",2626,697,2011,"2015-04-18",1392,694,FALSE
"Bruno Nestor AZEROT","m","DVG","bnazerot","Député, Maire","sainte marie","DOM TOM","MP","1506150265",178,696,2013,"2015-05-13",734,696,FALSE
"Guillaume MATHELIER","m","DVG","mathelierg","Conseiller communautaire, Maire","ambilly","haute savoie","Local","63156867",1210,696,2009,"2015-06-13",2141,696,FALSE
"Sophie BRINGUY","f","EELV","bringuys","Vice-Président de Conseil Régional","","sarthe","Local","1925946842",4298,694,2013,"2015-06-15",622,694,TRUE
"Nicolas GUILLERME","m","UMP","n_guillerme","Conseiller municipal","reichstett","bas rhin","Local","126988205",10955,693,2010,"2015-04-21",1906,676,TRUE
"Gabriel GAU","m","FDG","gabrielgau","Maire adjoint","paris","paris","Local","23933654",1524,692,2009,"2015-06-13",2287,692,TRUE
"Jean-Michel CLEMENT","m","PS","jmclement86","Député, Maire","mauprevoir","vienne","MP","393306373",132,692,2011,"2014-06-13",1337,686,FALSE
"Jelle LEMAITRE","m","DVD","jellelemaitre","Sans mandat électif courant","rennes","ille et vilaine","Else","146984545",1220,691,2010,"2015-04-13",1850,668,FALSE
"François DECOSTER","m","UDI","fdecoster","Conseiller régional, Maire, Président de Communauté d'Agglomération","saint omer","pas de calais","Local","373989222",423,687,2011,"2015-06-15",1370,687,FALSE
"Jean-Philippe MOREL","m","UDI","jphmorel","Conseiller communautaire, Conseiller municipal","longvic","cote d or","Local","85431197",811,687,2009,"2015-06-12",2058,687,TRUE
"Martial SADDIER","m","UMP","martialsaddier","Député, Maire","","haute savoie","MP","2769842216",630,683,2014,"2015-04-21",294,611,FALSE
"Etienne TETE","m","EELV","etiennetete","Conseiller municipal, Conseiller régional","lyon","rhone","Local","1134483272",168,682,2013,"2015-04-27",866,682,TRUE
"Estelle TOUZIN","f","EELV","etouzin","Sans mandat électif courant","","","Else","361217597",1279,680,2011,"2015-04-17",1392,684,TRUE
"Hicham AFFANE","m","PS","hichamaffane","Conseiller régional","","essonne","Local","114230643",245,679,2010,"2015-06-12",1947,679,TRUE
"Marianne DURANTON","f","UDI","m_duranton","Maire adjoint","","essonne","Local","505578954",471,679,2012,"2015-01-29",1205,675,TRUE
"Mourad SOUNI","m","UDI","mouradsouni","Conseiller municipal","dreux","eure et loir","Local","428276206",4477,678,2011,"2015-04-21",1290,675,FALSE
"Stéphane MARTINEZ","m","UDI","stef_iauvsq","Conseiller municipal","montigny","yvelines","Local","263608031",4556,678,2011,"2015-06-11",1559,678,FALSE
"Mustapha MAJDOUL","m","EELV","majdoul34","Conseiller communautaire, Conseiller municipal","montpellier","herault","Local","585061295",1181,677,2012,"2015-05-03",1122,677,FALSE
"Hervé MENCHON","m","EELV","menchon_herve","Conseiller municipal","marseille","bouches du rhone","Local","954257539",3308,677,2012,"2015-06-13",940,677,TRUE
"Florence BELLAMY","f","PS","flobellamy","Maire adjoint, Vice-Président de Communauté d'Agglomération","","essonne","Local","396197600",1465,672,2011,"2015-04-20",1332,667,TRUE
"Jean-Jacques COTTEL","m","PS","cotteljj","Député, Maire","calais","pas de calais","MP","879705997",413,671,2012,"2015-04-21",975,661,TRUE
"Jean-Marie BEFFARA","m","PS","jmbeffara","Député, Vice-Président de Conseil Régional","","indre et loire","MP","487428087",427,671,2012,"2015-04-20",1223,639,FALSE
"Philippe DOMINATI","m","UMP","phdominati","Sénateur","paris","paris","Senator","1222348645",116,666,2013,"2015-04-09",839,666,TRUE
"Sylvie ANDRIEUX","f","IND","andrieux_sylvie","Député","","bouches du rhone","MP","899981924",188,662,2012,"2015-02-16",966,660,FALSE
"Jean-François HUSSON","m","UMP","jf_husson","Sénateur","nancy","meurthe et moselle","Senator","1565130361",155,661,2013,"2015-05-22",713,661,TRUE
"François DESEILLE","m","MODEM","fdeseille","Maire adjoint, Vice-Président de Communauté d'Agglomération","dijon","cote d or","Local","100323877",783,660,2009,"2015-04-11",1994,661,TRUE
"Jean-Philippe MALLÉ","m","PS","jpmmalle","Député","","yvelines","MP","821565966",231,659,2012,"2014-12-17",1006,659,TRUE
"Marie-Lou MARCEL","f","PS","mloumarcel","Conseiller régional, Député","","aveyron","MP","716652518",601,659,2012,"2015-05-25",1055,659,FALSE
"Vincent DULONG","m","EELV","vincentdulong","Conseiller régional","","maine et loire","Local","95739751",1869,659,2009,"2015-06-11",2014,659,TRUE
"Jacques CRESTA","m","PS","jacquescresta","Député","","pyrenees orientales","MP","957135793",719,657,2012,"2015-04-10",939,635,FALSE
"Mylène TROSZCZYNSKI","f","FN","mylenetroszczyn","Conseiller municipal, Député européen","","EUROPE","MEP","326111493",266,656,2011,"2015-04-20",1448,653,FALSE
"Anne TERLEZ","f","MODEM","terlez","Maire adjoint, Vice-Président de Communauté d'Agglomération","louviers","eure","Local","495363085",2453,656,2012,"2015-04-20",1214,656,TRUE
"Josy POUEYTO","f","MODEM","josypoueyto","Maire adjoint, Vice-Président de Conseil Départemental","pau","pyrenees atlantiques","Local","1890087739",1437,655,2013,"2015-06-14",633,655,FALSE
"Jean-Pierre TAITE","m","UMP","jpierre_taite","Conseiller régional, Maire, Président de Communauté d'Agglomération","feurs","loire","Local","367809982",603,655,2011,"2015-04-18",1380,618,TRUE
"Françoise CARTRON","f","PS","f_cartron","Sénateur","","gironde","Senator","1870599732",610,652,2013,"2015-05-22",638,653,TRUE
"Michel FORISSIER","m","UMP","michelforissier","Conseiller communautaire, Maire, Sénateur","meyzieu","rhone","Senator","245717764",283,652,2011,"2015-04-08",1596,629,TRUE
"Laurent MARTINEZ","m","EELV","laurmart44","Conseiller régional","","loire atlantique","Local","1438148660",1665,651,2013,"2015-06-14",759,651,TRUE
"Jean-Pierre CAFFET","m","PS","jp_caffet","Sénateur","paris","paris","Senator","986608590",137,650,2012,"2013-12-13",925,647,FALSE
"Thierry SIBIEUDE","m","UDI","thierrysibieude","Sans mandat électif courant","cergy","val d oise","Else","451415854",248,650,2011,"2015-03-26",1263,609,FALSE
"Conchita LACUEY","f","PS","conchitalacuey","Député, Maire","","gironde","MP","562102674",21,648,2012,"2013-03-03",1148,639,FALSE
"Cyril PELLEVAT","m","UMP","cyrilpellevat","Sénateur","","haute savoie","Senator","93213924",2209,648,2009,"2015-05-25",2025,648,FALSE
"Sonia LAUVARD","f","FN","sonia_lauvard","Maire adjoint","frejus","var","Local","1536657236",1287,647,2013,"2015-04-19",725,648,FALSE
"Bruno GENZANA","m","UDI","brunogenzana","Conseiller départemental, Conseiller régional","","bouches du rhone","Local","115090364",459,643,2010,"2014-08-08",1945,643,FALSE
"Julien ACARD","m","FN","julienacard","Conseiller communautaire, Conseiller municipal","besancon","doubs","Local","83920945",1397,643,2009,"2015-04-21",2064,643,FALSE
"Stéphane BOURHIS","m","UMP","sbourhis","Conseiller municipal","","bas rhin","Local","301351765",3341,643,2011,"2015-04-20",1489,630,FALSE
